"name","asset","asset_tag","assigned","assigned_to","assignment_group","checked_in","checked_out","company","cost","location"
"S05Y00050339E8A092 - UCS-MR-1X162RU-A - L0117982L - CI000001394451","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E0E8 - UCS-MR-1X162RU-A - L0117982L - CI000001394327","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E927A7 - UCS-MR-1X162RU-A - L0117982L - CI000001394342","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18411AHR - SFP-10G-SR - L0117982L - CI000001394510","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH19017A7Q - UCS-IOM-2204XP - L0117982L - CI000001394394","Cisco UCS-IOM-2204XP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK6R - N20-FAN5 - L0117982L - CI000001394379","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM1851058J - UCSB-PSU-2500ACDV - L0117982L - CI000001394480","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D7BD - UCS-MR-1X162RU-A - L0117982L - CI000001394415","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0060 - UCS-CPU-E52660D - L0117982L - CI000001394606","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9C713 - UCS-MR-1X162RU-A - L0117982L - CI000001394587","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E141 - UCS-MR-1X162RU-A - L0117982L - CI000001394469","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CX - SFP-H10GB-CU3M - L0117982L - CI000001394519","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"POG1842808D - NXA-PAC-1100W - L0117982L - CI000001394704","Cisco NXA-PAC-1100W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XFUT - N20-FAN5 - L0117982L - CI000001394491","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XFLT - N20-FAN5 - L0117982L - CI000001394490","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DC1C - UCS-MR-1X162RU-A - L0117982L - CI000001394319","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0210 - UCS-CPU-E52660D - L0117982L - CI000001394499","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT1842151W - UCSC-PSU1-770W - L0117982L - CI000001394595","Cisco UCSC-PSU1-770W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N20-FW012 - L0117982L - CI000001394375","Cisco N20-FW012","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XG3Y - N20-FAN5 - L0117982L - CI000001394493","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK89 - N20-FAN5 - L0117982L - CI000001394382","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0867 - UCS-CPU-E52660D - L0117982L - CI000001394582","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-VMFEX9 - L0117982L - CI000001394714","Cisco N56-VMFEX9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0098 - UCS-CPU-E52660D - L0117982L - CI000001394386","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89AE3 - UCS-MR-1X162RU-A - L0117982L - CI000001394346","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89AE7 - UCS-MR-1X162RU-A - L0117982L - CI000001394347","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851GQCX - UCS-FAN-6248UP - L0117982L - CI000001394028","Cisco UCS-FAN-6248UP","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89D29 - UCS-MR-1X162RU-A - L0117982L - CI000001394445","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6F0E5 - UCS-MR-1X162RU-A - L0117982L - CI000001394437","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR184111PL - SFP-10G-SR - L0117982L - CI000001394515","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0K3MDC1 - A03-D300GA2 - L0117982L - CI000001394581","Cisco A03-D300GA2","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"3231J29A204 - DCNM-SAN-N5K-K9 - L0117982L - CI000001394708","Cisco DCNM-SAN-N5K-K9","","","","","","","Deloitte Ltd","433.37","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E093 - UCS-MR-1X162RU-A - L0117982L - CI000001394465","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT1842154P - UCSC-PSU1-770W - L0117982L - CI000001394601","Cisco UCSC-PSU1-770W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E8A250 - UCS-MR-1X162RU-A - L0117982L - CI000001394453","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527C87 - UCSB-MLOM-40G-03 - L0117982L - CI000001394364","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E64F - UCS-MR-1X162RU-A - L0117982L - CI000001394431","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0806 - UCS-CPU-E52660D - L0117982L - CI000001394501","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-LAN1K9 - L0117982L - CI000001394640","Cisco N56-LAN1K9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18440GAH - SFP-10G-SR - L0117982L - CI000001394014","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOC19020LAM - UCS-FI-DL2 - L0117982L - CI000001394526","Cisco UCS-FI-DL2","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851P5MA - N6K-C6001-FAN-F - L0117982L - CI000001394651","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB68 - UCS-MR-1X162RU-A - L0117982L - CI000001394351","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89A83 - UCS-MR-1X162RU-A - L0117982L - CI000001394345","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N5672-SBUN-P1 - L0117982L - CI000001394710","Cisco N5672-SBUN-P1","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BK0N - DS-SFP-FC8G-SW - L0117982L - CI000001394542","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E927A8 - UCS-MR-1X162RU-A - L0117982L - CI000001394343","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N3K-BAS1K9 - L0117982L - CI000001394627","Cisco N3K-BAS1K9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D6F9 - UCS-MR-1X162RU-A - L0117982L - CI000001394412","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89CED - UCS-MR-1X162RU-A - L0117982L - CI000001394439","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D9B7 - UCS-MR-1X162RU-A - L0117982L - CI000001394422","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E9270D - UCS-MR-1X162RU-A - L0117982L - CI000001394339","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SSI1847070T - UCS-FI-6248UP-UPG - L0117982L - CI000001393999","Cisco UCS-FI-6248UP-UPG","","","","","","","Deloitte Ltd","423.03","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E926D7 - UCS-MR-1X162RU-A - L0117982L - CI000001394338","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527CBH - UCSB-MLOM-40G-03 - L0117982L - CI000001394365","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E352 - UCS-MR-1X162RU-A - L0117982L - CI000001394328","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR183817QF - SFP-10G-SR - L0117982L - CI000001394013","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BK09 - DS-SFP-FC8G-SW - L0117982L - CI000001394538","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCSB-HS-EP-M4-F - L0117982L - CI000001394483","Cisco UCSB-HS-EP-M4-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0GE - SFP-H10GB-CU3M - L0117982L - CI000001394026","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT18460Q4F - NXA-PAC-500W - L0117982L - CI000001394624","Cisco NXA-PAC-500W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCS-LIC-10GE - L0117982L - CI000001394033","Cisco UCS-LIC-10GE","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D928 - UCS-MR-1X162RU-A - L0117982L - CI000001394418","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH190279FK - UCSB-B200-M4 - L0117982L - CI000001394361","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A1020 - UCS-CPU-E52660D - L0117982L - CI000001394392","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9BF5E - UCS-MR-1X162RU-A - L0117982L - CI000001394585","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6F06D - UCS-MR-1X162RU-A - L0117982L - CI000001394435","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E0C5 - UCS-MR-1X162RU-A - L0117982L - CI000001394466","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM185105GU - UCSB-PSU-2500ACDV - L0117982L - CI000001394371","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89B27 - UCS-MR-1X162RU-A - L0117982L - CI000001394357","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR184119NR - SFP-10G-SR - L0117982L - CI000001394509","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DA47 - UCS-MR-1X162RU-A - L0117982L - CI000001394308","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT18460Q4W - NXA-PAC-500W - L0117982L - CI000001394623","Cisco NXA-PAC-500W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0K3MD0T - A03-D300GA2 - L0117982L - CI000001394580","Cisco A03-D300GA2","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK6S - N20-FAN5 - L0117982L - CI000001394380","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BK0M - DS-SFP-FC8G-SW - L0117982L - CI000001394541","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CJ - SFP-H10GB-CU3M - L0117982L - CI000001394022","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N20-FW012 - L0117982L - CI000001394485","Cisco N20-FW012","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E9293F - UCS-MR-1X162RU-A - L0117982L - CI000001394344","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH190278WB - UCSB-B200-M4 - L0117982L - CI000001394470","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0GC - SFP-H10GB-CU3M - L0117982L - CI000001394521","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E927A6 - UCS-MR-1X162RU-A - L0117982L - CI000001394341","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0042 - UCS-CPU-E52660D - L0117982L - CI000001394385","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N20-CAK - L0117982L - CI000001394374","Cisco N20-CAK","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E92614 - UCS-MR-1X162RU-A - L0117982L - CI000001394330","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DABE - UCS-MR-1X162RU-A - L0117982L - CI000001394310","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DAFF - UCS-MR-1X162RU-A - L0117982L - CI000001394312","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N3K-BAS1K9 - L0117982L - CI000001394735","Cisco N3K-BAS1K9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BD2B - DS-SFP-FC8G-SW - L0117982L - CI000001394000","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394648","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM1851058N - UCSB-PSU-2500ACDV - L0117982L - CI000001394481","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N20-CAK - L0117982L - CI000001394484","Cisco N20-CAK","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D6BE - UCS-MR-1X162RU-A - L0117982L - CI000001394409","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CB - SFP-H10GB-CU3M - L0117982L - CI000001394517","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9BE6A - UCS-MR-1X162RU-A - L0117982L - CI000001394584","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527CFV - UCSB-MLOM-40G-03 - L0117982L - CI000001394477","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E9269B - UCS-MR-1X162RU-A - L0117982L - CI000001394333","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM185105CB - UCSB-PSU-2500ACDV - L0117982L - CI000001394369","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E0C7 - UCS-MR-1X162RU-A - L0117982L - CI000001394324","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DBEE - UCS-MR-1X162RU-A - L0117982L - CI000001394316","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DAB6 - UCS-MR-1X162RU-A - L0117982L - CI000001394309","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E631 - UCS-MR-1X162RU-A - L0117982L - CI000001394429","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18440GB0 - SFP-10G-SR - L0117982L - CI000001394016","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N6KUK9-705N1.1 - L0117982L - CI000001394646","Cisco N6KUK9-705N1.1","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1851P5LP - N6K-C6001-FAN-F - L0117982L - CI000001394723","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9C714 - UCS-MR-1X162RU-A - L0117982L - CI000001394588","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D94D - UCS-MR-1X162RU-A - L0117982L - CI000001394420","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E8A1A4 - UCS-MR-1X162RU-A - L0117982L - CI000001394404","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89D2D - UCS-MR-1X162RU-A - L0117982L - CI000001394446","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOC1848R0AV - N3K-C3064TQ-32T - L0117982L - CI000001394622","Cisco N3K-C3064TQ-32T","","","","","","","Deloitte Ltd","604.12","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E15D - UCS-MR-1X162RU-A - L0117982L - CI000001394614","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6DA30 - UCS-MR-1X162RU-A - L0117982L - CI000001394423","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E0E0 - UCS-MR-1X162RU-A - L0117982L - CI000001394467","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XFLP - N20-FAN5 - L0117982L - CI000001394489","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"ART1846214Q - NXA-PAC-1100W - L0117982L - CI000001394631","Cisco NXA-PAC-1100W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E0FB - UCS-MR-1X162RU-A - L0117982L - CI000001394425","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT184214FG - UCSC-PSU1-770W - L0117982L - CI000001394594","Cisco UCSC-PSU1-770W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BD10 - DS-SFP-FC8G-SW - L0117982L - CI000001394532","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-FNPV-SSK9 - L0117982L - CI000001394643","Cisco N56-FNPV-SSK9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT18460PAG - NXA-PAC-500W - L0117982L - CI000001394737","Cisco NXA-PAC-500W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394649","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCSB-HS-EP-M4-R - L0117982L - CI000001394482","Cisco UCSB-HS-EP-M4-R","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0150 - UCS-CPU-E52660D - L0117982L - CI000001394388","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB49 - UCS-MR-1X162RU-A - L0117982L - CI000001394349","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0471 - UCS-CPU-E52660D - L0117982L - CI000001394500","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOC1904R09G - N5K-C5672UP - L0117982L - CI000001394701","Cisco N5K-C5672UP","","","","","","","Deloitte Ltd","898.52","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D922 - UCS-MR-1X162RU-A - L0117982L - CI000001394417","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D895 - UCS-MR-1X162RU-A - L0117982L - CI000001394416","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9C7EB - UCS-MR-1X162RU-A - L0117982L - CI000001394589","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D6CF - UCS-MR-1X162RU-A - L0117982L - CI000001394410","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
